id,district,police_station,crime_category,crime_subcategory,reported_cases,severity,year,month,source,source_url,data_precision,is_synthetic
1039,North East,North East Central PS,Stalking,Sec 354D IPC,10,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1040,North West,North West Central PS,Stalking,Sec 354D IPC,15,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1041,Shahdara,Shahdara Central PS,Stalking,Sec 354D IPC,7,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1042,South,South Central PS,Stalking,Sec 354D IPC,12,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1043,South East,South East Central PS,Stalking,Sec 354D IPC,12,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1044,South West,South West Central PS,Stalking,Sec 354D IPC,8,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1045,West,West Central PS,Stalking,Sec 354D IPC,12,6,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1046,Central,Central Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,8,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1047,East,East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,14,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1048,New Delhi,New Delhi Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,4,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1049,North,North Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,9,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1050,North East,North East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,15,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1051,North West,North West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,30,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1052,Shahdara,Shahdara Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,13,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1053,South,South Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1054,South East,South East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1055,South West,South West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,15,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1056,West,West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,22,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1057,Central,Central Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1058,East,East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1059,New Delhi,New Delhi Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1060,North,North Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1061,North East,North East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1062,North West,North West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1063,Shahdara,Shahdara Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1064,South,South Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1065,South East,South East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1066,South West,South West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1067,West,West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1068,Central,Central Central PS,Voyeurism,Sec 354C IPC,5,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1069,East,East Central PS,Voyeurism,Sec 354C IPC,10,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1070,New Delhi,New Delhi Central PS,Voyeurism,Sec 354C IPC,2,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1071,North,North Central PS,Voyeurism,Sec 354C IPC,6,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1072,North East,North East Central PS,Voyeurism,Sec 354C IPC,11,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1073,North West,North West Central PS,Voyeurism,Sec 354C IPC,19,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1074,Shahdara,Shahdara Central PS,Voyeurism,Sec 354C IPC,9,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1075,South,South Central PS,Voyeurism,Sec 354C IPC,17,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1076,South East,South East Central PS,Voyeurism,Sec 354C IPC,13,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1077,South West,South West Central PS,Voyeurism,Sec 354C IPC,12,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1078,West,West Central PS,Voyeurism,Sec 354C IPC,13,5,2019,2,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1079,Central,Central Central PS,Rape,Sec 376 IPC,5,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1080,East,East Central PS,Rape,Sec 376 IPC,12,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1081,New Delhi,New Delhi Central PS,Rape,Sec 376 IPC,2,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1082,North,North Central PS,Rape,Sec 376 IPC,6,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1083,North East,North East Central PS,Rape,Sec 376 IPC,15,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1084,North West,North West Central PS,Rape,Sec 376 IPC,23,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1085,Shahdara,Shahdara Central PS,Rape,Sec 376 IPC,10,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1086,South,South Central PS,Rape,Sec 376 IPC,15,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1087,South East,South East Central PS,Rape,Sec 376 IPC,13,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1088,South West,South West Central PS,Rape,Sec 376 IPC,10,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1089,West,West Central PS,Rape,Sec 376 IPC,16,9,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1090,Central,Central Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,4,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1091,East,East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,11,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1092,New Delhi,New Delhi Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,2,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1093,North,North Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,6,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1094,North East,North East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,10,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1095,North West,North West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,23,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1096,Shahdara,Shahdara Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1097,South,South Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,16,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1098,South East,South East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,14,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1099,South West,South West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,11,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1100,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,14,7,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1101,Central,Central Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,5,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1102,East,East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1103,New Delhi,New Delhi Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,2,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1104,North,North Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,5,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1105,North East,North East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,12,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1106,North West,North West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,21,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1107,Shahdara,Shahdara Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,7,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1108,South,South Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,15,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1109,South East,South East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1110,South West,South West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1111,West,West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,13,8,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1112,Central,Central Central PS,Stalking,Sec 354D IPC,4,6,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1113,East,East Central PS,Stalking,Sec 354D IPC,9,6,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1114,New Delhi,New Delhi Central PS,Stalking,Sec 354D IPC,2,6,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
1115,North,North Central PS,Stalking,Sec 354D IPC,4,6,2019,3,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
